,Item,Patrimônio,,Nº Antigo,,,,,Descrição,,,Garantia,Marca,,,Modelo,,Série,
,"358,",00008789,,,,,,,MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: 4GB,,,17/06/2011 a 17/06/2015,POSITIVO,,,I5PE,,1A3340Z15,
,"359,",00008826,,,,,,,IMPRESSORA MATRICIAL - DESCRICAO: .,,,,EPSON,,,LQ-590,,FSRY023247,
,"360,",00008828,,,,,,,IMPRESSORA MATRICIAL - DESCRICAO: .,,,,EPSON,,,LQ-590,,FSRY024170,
,"361,",00008838,,,,,,,"CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT, PISO-TETO, 48.000 BTU'S. UN. EXTERNA: C101342370911424130035",,,,KOMECO,,,KOP48FC,,C101342370211402130020,
,"362,",00008839,,,,,,,"CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT, PISO-TETO, 48.000 BTU'S. UN. EXTERNA: C101342370911424130037",,,,KOMECO,,,KOP48FC,,C101342370211402130002,
,"363,",00008840,,,,,,,"CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT, PISO-TETO, 48.000 BTU'S. UN. EXTERNA: C101342370911424130001",,,,KOMECO,,,KOP48FC,,C101342370211402130032,
,"364,",00008842,,,,,,,SERVIDOR DE ARMAZENAMENTO DE DADOS - DESCRICAO: UNIDADE DE BACKUP TAPE LIBRARY,,,13/07/2011 a 13/07/2016,,,,,,S78P4319,
,"365,",00008848,,,,,,,MICROCOMPUTADOR TIPO ESTAÇÃO DE TRABALHO - DESCRICAO: 4GB.,,,17/11/2011 a 17/11/2014,HP,,,Z600,,BRG135FB4L,
,"366,",00008853,,,,,,,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. 220V. UN. EXTERNA: H30ABC051101100065.,,,,RHEEM,,,RB1HW24HP2BE,,H30ABE051101100661,
,"367,",00008867,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAIB700475L,
,"368,",00008868,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAKB400572K,
,"369,",00008875,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAAB800130R,
,"370,",00008877,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAIB700443P,
,"371,",00008880,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. CABO USB.,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAIB700418B,
,"372,",00008883,,,,,,,"REFRIGERADOR TIPO RESIDENCIAL - DESCRICAO: 01 PORTA, 240 L, COR BRANCA",,,,ELECTROLUX,,,RE28,,14001355,
,"373,",00008898,,,,,,,"CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT, 30.000 BTUS, 220V.",,,12/12/2011 a 12/12/2012,RHEEM,,,RB1HW30AC2BS,,H30ABE051101100398,
,"374,",00008904,,,,,,,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA.",,,,FLEXFORM,,,PLUS,,,
,"375,",00008913,,,,,,,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA.",,,,FLEXFORM,,,PLUS,,,
,"376,",00008927,,,,,,,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA.",,,,FLEXFORM,,,PLUS,,,
,"377,",00008978,,,,,,,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: COM BRAÇOS, ESPALDAR MÉDIO, COR PRETA.",,,,FLEXFORM,,,PLUS,,,
,"378,",00009030,,,,,,,IMPRESSORA TÉRMICA,,,,ZEBRA,,,TLP 2844,,41J113702382,
,"379,",00009033,,,,,,,IMPRESSORA TÉRMICA,,,,ZEBRA,,,TLP 2844,,41J113702381,
,"380,",00009036,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: TIPO SPLIT. CICLO FRIO. 220V. UN. EXT.: 2712ECBA206.,,,,ELECTROLUX,,,PI12F,,2712ICBA206,
,"381,",00009037,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: TIPO SPLIT. 12 MIL BTU'S. CICLO FRIO. 220V. UN. EXT.: 2712ECBA206,,,,ELECTROLUX,,,PI12F,,2712ICBA206,
,"382,",00009046,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I3-2330M (2,20GHZ), TELA LED 14"" WIDESCREEN, HD 320 GB STA-2 7200RPM, MEMÓRIA 2GB (DDR3)",,,,HP,,,PROBOOK 4430S,,BRG207F1F2,
,"383,",00009051,,,,,,,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA.,,,,SAMSUNG,,,ML-3710ND,,Z5HABAGBC02493X,
,"384,",00009053,,,,,,,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA.,,,,SAMSUNG,,,ML-3710ND,,Z5HABAGBC02335P,
,"385,",00009059,,,,,,,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA.,,,,SAMSUNG,,,ML-3710ND,,,
,"386,",00009104,,,,,,,IMPRESSORA MATRICIAL,,,,EPSON,,,LQ-590,,FSRY032967,
,"387,",00009148,,,,,,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA.",,,,TRAMONTINA,,,BALI,,,
,"388,",00009158,,,,,,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA.",,,,TRAMONTINA,,,BALI,,,
,"389,",00009160,,,,,,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA.",,,,TRAMONTINA,,,BALI,,,
,"390,",00009161,,,,,,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA.",,,,TRAMONTINA,,,BALI,,,
,"391,",00009166,,,,,,,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.,,,,LYCO,,,UH01M,,UH01M12110000322,
,"392,",00009170,,,,,,,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.,,,,LYCO,,,UH01M,,UH01M12110001086,
,"393,",00009172,,,,,,,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.,,,,LYCO,,,UH01M,,UH01M12110000709,
,"394,",00009174,,,,,,,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.,,,,LYCO,,,UH01M,,UH01M12110000939,
,"395,",00009177,,,,,,,MICROFONE SEM FIO - DESCRICAO: DE MÃO. ALIMENTAÇÃO COM 2 PILHAS AA. UHF.,,,,LYCO,,,UH01M,,UH01M12110000587,
,"396,",00009181,,,,,,,NO BREAK .,,,,RAGTECH,,,IFH 1300,,12130028,
,"397,",00009182,,,,,,,NO BREAK .,,,,RAGTECH,,,IFH 1300,,12130004,
,"398,",00009183,,,,,,,NO BREAK .,,,,RAGTECH,,,IFH 1300,,12130015,
,"399,",00009186,,,,,,,NO BREAK .,,,,RAGTECH,,,IFH 1300,,12130012,
,"400,",00009189,,,,,,,NO BREAK .,,,,RAGTECH,,,IFH 1300,,12130029,
,"401,",00009191,,,,,,,NO BREAK .,,,,RAGTECH,,,IFH 1300,,12130018,
,"402,",00009215,,,,,,,HEADSET APARELHO  COM FONE DE OUVIDO E MICROFONE,,,,EARSET,,,K65/X19,,A458802,
,"403,",00009222,,,,,,,HEADSET APARELHO  COM FONE DE OUVIDO E MICROFONE,,,,EARSET,,,K65/X19,,A458785,
,"404,",00009224,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAKB400750T,
,"405,",00009229,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAKB400911D,
,"406,",00009234,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAIBC00704J,
,"407,",00009237,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAIBC00768T,
,"408,",00009239,,,,,,,IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL,,,,SAMSUNG,,,SCX-5637FR,,Z5W1BAIBC00610E,
,"409,",00009243,,,,,,,MESA PARA AUDIÊNCIA - DESCRICAO: OVAL. EM MELAMÍNICO. MEDIDAS 1500CM X 2000CM.,,,,,,,,,,
,"410,",00009251,,,,,,,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. SPLIT. 220V. UN. EXT.: 1580949,,,,ELGIN,,,SRFI-30000-2,,1576978,
,"411,",00009257,,,,,,,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. SPLIT. 220V. UN. EXT.: 1580814,,,,ELGIN,,,SRFI-30000-2,,1576979,
,"412,",00009264,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 9 MIL BTU'S. 200V. UN. EXT. 20903006,,,,ELECTROLUX,,,,,20904349,
,"413,",00009266,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 9 MIL BTU'S. 200V. UN. EXT. 20903020,,,,ELECTROLUX,,,,,20904745,
,"414,",00009267,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 9 MIL BTU'S. 200V. UN. EXT. 12006523,,,,ELECTROLUX,,,,,20904749,
,"415,",00009280,,,,,,,CAIXA DE SOM AMPLIFICADA - DESCRICAO: COM ENTRADA USB. 60W DE POTÊNCIA.,,,,HAYONIC,,,NEO 400 USB,,,
,"416,",00009294,,,,,,,CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT. 30 MIL BTU'S. 220V. U.EX.: C101382843411A14130095,,,,MIDEA,,,MSE1-30CR,,C1011382841811A14150197,
,"417,",00009296,,,,,,,CENTRAL DE AR CONDICIONADO - DESCRICAO: SPLIT. 30 MIL BTU'S. 220V. U.EX.: C101382843411A14130094,,,,MIDEA,,,MSE1-30CR,,C1011382841811A14150189,
,"418,",00009311,,,,,,,CENTRAL DE AR CONDICIONADO - DESCRICAO: 60 MIL BTU'S. TENSÃO 220V. U. EXT.: 21000180,,,,ELECTROLUX,,,CFI60,,21600124,
,"419,",00009317,,,,,,,APARELHO DE FAX - DESCRICAO: PARA PAPEL COMUM. COM IDENTIFICADOR DE CHAMADAS.,,,,BROTHER,,,FAX-575,,U61361MOK971506,
,"420,",00009318,,,,,,,APARELHO DE FAX - DESCRICAO: PARA PAPEL COMUM. COM IDENTIFICADOR DE CHAMADAS.,,,,BROTHER,,,FAX-575,,U61361L8K150711,
,"421,",00009320,,,,,,,APARELHO DE FAX - DESCRICAO: PARA PAPEL COMUM. COM IDENTIFICADOR DE CHAMADAS.,,,,BROTHER,,,FAX-575,,U61361MOK971353,
,"422,",00009458,,,,,,,"MICROCOMPUTADOR PORTATIL (NETBOOK) COM PROCESSADOR - DESCRICAO: INTEL ATOM N570 1.66MHZ, MEMÓRIA: 2GB DDR3, HD: 500GB, TELA:10.1"", WEBCAM E MICROFONE EMBUTIDOS.",,,,ACER,,,ASPIRE ONE D257,,13002814676,
,"423,",00009471,,,,,,,"MICROCOMPUTADOR PORTATIL (NETBOOK) COM PROCESSADOR - DESCRICAO: INTEL ATOM N570 1.66MHZ, MEMÓRIA: 2GB DDR3, HD: 500GB, TELA:10.1"", WEBCAM E MICROFONE EMBUTIDOS.",,,,ACER,,,ASPIRE ONE D257,,13002037176,
,"424,",00009484,,,,,,,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: TIPO JANELA. 21 MIL BTU'S. 220V.,,,,SPRINGER,,,SILENTIA,,1907B05312,
,"425,",00009485,,,,,,,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: TIPO JANELA. 21 MIL BTU'S. 220V.,,,,SPRINGER,,,SILENTIA,,1910B13675,
,"426,",00009486,,,,,,,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: TIPO JANELA. 21 MIL BTU'S. 220V.,,,,SPRINGER,,,SILENTIA,,1907B05354,
,"427,",00009491,,,,,,,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30 MIL BTU'S. 220V.,,,,SPRINGER,,,SILENTIA,,4412B08570,
,"428,",00009492,,,,,,,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30 MIL BTU'S. 220V.,,,,SPRINGER,,,SILENTIA,,4412B07763,
,"429,",00009495,,,,,,,CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 30 MIL BTU'S. 220V.,,,,SPRINGER,,,SILENTIA,,4412B08569,
,"430,",00009502,,,,,,,RACK PARA SERVIDOR,,,,,,,,,,
,"431,",00009503,,,,,,,MONITOR DE TEMPERATURA PARA DATACENTER - DESCRICAO: DISPLAY DIGITAL. BIVOLT.,,,30/04/2014 a 30/04/2016,PRODIGITAL,,,,,,
,"432,",00009536,,,,,,,CADEIRA GIRATORIA EM TECIDO - DESCRICAO: ESPALDAR MÉDIO. COR PRETA.,,,,FLEXFORM,,,INFO CENTER,,,
,"433,",00009605,,,,,,,BEBEDOURO DE AGUA EM AÇO INOX. - DESCRICAO: TIPO COLUNA.,,,,ESMALTEC,,,EGC35B,,12051406763896,
,"434,",00009607,,,,,,,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. TENSÃO: 220V. CICLO FRIO. UNIDADE EXTERNA: 30291737.,,,,ELECTROLUX,,,TI30F/TE30F,,30290168,
,"435,",00009618,,,,,,,CENTRAL DE AR CONDICIONADO - DESCRICAO: 30 MIL BTU'S. TENSÃO: 220V. CICLO FRIO. U. EXT.: 31292583,,,,ELECTROLUX,,,TI30F/TE30F,,31292218,
,"436,",00009628,,,,,,,"MESA LINEAR - DESCRICAO: EM MDP 25MM, COR CINZA, MEDINDO 1200 X 600 X 760 MM (L X P X A).",,,,MD MOBILE,,,,,,
,"437,",00009631,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"438,",00009633,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"439,",00009636,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"440,",00009642,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"441,",00009645,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"442,",00009646,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"443,",00009647,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"444,",00009648,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"445,",00009649,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"446,",00009662,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"447,",00009663,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"448,",00009664,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"449,",00009666,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"450,",00009667,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"451,",00009669,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"452,",00009688,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"453,",00009706,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"454,",00009732,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"455,",00009747,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"456,",00009777,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"457,",00009779,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"458,",00009782,,,,,,,APARELHO TELEFONICO SEM FIO - DESCRICAO: VISOR LCD. COM IDENTIFICADOR DE CHAMADAS.,,,,GIGASET,,,A390,,131950,
,"459,",00009785,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020093,,,,KOMECO,,,KOS 18 FC2HX,,K18101001391010030143,
,"460,",00009787,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020065,,,,KOMECO,,,KOS 18 FC2HX,,K18101001439010030025,
,"461,",00009792,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020027,,,,KOMECO,,,KOS 18 FC2HX,,K18101001439010030026,
,"462,",00009811,,,,,,,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL.",,,,SPRINGER,,,MPN-12CRV1,,D205019880112A16200046,
,"463,",00009812,,,,,,,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL.",,,,SPRINGER,,,MPN-12CRV1,,D205019880112A16201872,
,"464,",00009813,,,,,,,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL.",,,,SPRINGER,,,MPN-12CRV1,,D205019880112A16200247,
,"465,",00009815,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"466,",00009824,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"467,",00009825,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"468,",00009826,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"469,",00009832,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"470,",00009834,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"471,",00009835,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"472,",00009836,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"473,",00009839,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"474,",00009841,,,,,,,FORNO MICROONDAS - DESCRICAO: CAPACIDADE DE 31L. 127V. COR BRANCA.,,,,ELECTROLUX,,,MEF41,,32210520,
,"475,",00009843,,,,,,,FORNO MICROONDAS - DESCRICAO: CAPACIDADE DE 31L. 127V. COR BRANCA.,,,,ELECTROLUX,,,MEF41,,32208101,
,"476,",00009854,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18 MIL BTU'S. TENSÃO 220V. COR BRANCA. U. EXT.: MG3687488.,,,,CONSUL,,,CBV18CB,,MG3709303,
,"477,",00009860,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"478,",00009862,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"479,",00009864,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"480,",00009870,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"481,",00009875,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
