Item;Patrimônio;Garantia;Garantia_fim;Marca;Modelo;Série;Modelo;Descrição;
533;10291;;;POSITIVO;;1AC97NQ7D;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
534;10292;;;POSITIVO;;1AC97NZ74;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
535;10294;;;POSITIVO;;1AC97NV23;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
536;10298;;;POSITIVO;;1AC97NZ3K;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
537;10300;;;POSITIVO;;1AC97NX14;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
538;10301;;;POSITIVO;;1AC97NT32;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
539;10306;;;POSITIVO;;1AC97NG9T;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
540;10320;;;POSITIVO;;1AC97NZ89;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
541;10321;;;POSITIVO;;1AC97NV38;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
542;10323;;;POSITIVO;;1AC97P11U;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
543;10325;;;POSITIVO;;1AC97NR3W;NOTEBOOK INTEL CORE I5 - 4200M (2;5 GHZ); MEMÓRIA 4GB TELA DE 14;1 POLEGADAS LED FORMATO WIDESCREEN;;
544;10381;06/11/2014 ; 06/11/2015;;RAGTECH;1400N;NO BREAK  ; BIFÁSICO 1;4KVA COM ESTABILIZADOR INTERNO;;
545;10383;06/11/2014 ; 06/11/2015;;RAGTECH;1400N;NO BREAK  ; BIFÁSICO 1;4KVA COM ESTABILIZADOR INTERNO;;
546;10385;06/11/2014 ; 06/11/2015;;RAGTECH;1400N;NO BREAK  ; BIFÁSICO 1;4KVA COM ESTABILIZADOR INTERNO;;
547;10388;06/11/2014 ; 06/11/2015;;RAGTECH;1400N;NO BREAK  ; BIFÁSICO 1;4KVA COM ESTABILIZADOR INTERNO;;
548;10410;19/02/2015 ; 19/02/2018;;SAMSUNG;M4020ND;IMPRESSORA LASER ; MONOCROMÁTICA IMPRESSÃO EM DUPLEX;
549;10446;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
550;10447;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
551;10448;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
552;10449;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
553;10450;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
554;10452;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
555;10454;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
556;10455;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
557;10457;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
558;10458;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
559;10460;11/06/2015 ; 11/06/2016;;RAGTECH;SWU/BS-TI;NO BREAK  ; TRIFÁSICO 1;4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;;
560;10466;;;SCHNEIDER;ASP-98;15G87-13-00081A;MOTO BOMBA CENTRIFUGA ; POTÊNCIA DE 1/2 CV 127V 60HZ RECALQUE 3/4;
561;10467;14/09/2015 ; 14/09/2016;;LG;MS3044L;FORNO DE MICROONDAS ; 30 LITROS 127V POTÊNCIA: 1250W COR BRANCA;
562;10471;14/10/2015 ; 14/04/2016;;SHOPPING DO ESCRITOR;;BANQUETA EM COURVIM ; ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA;
563;10473;14/10/2015 ; 14/04/2016;;SHOPPING DO ESCRITOR;;BANQUETA EM COURVIM ; ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA;
564;10474;14/10/2015 ; 14/04/2016;;SHOPPING DO ESCRITOR;;BANQUETA EM COURVIM ; ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA;
565;10475;14/10/2015 ; 14/04/2016;;SHOPPING DO ESCRITOR;;BANQUETA EM COURVIM ; ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA;
566;10480;06/02/2015 ; 06/02/2017;;ELGIN;L42;IMPRESSORA TÉRMICA ; PARA IMPRESSÃO DE ETIQUETAS ENTRADA USB;
567;10489;;;FLEXFORM;MIMI;;CADEIRA FIXA S/BRAÇO ; COM ASSENTO E ENCOSTO EM POLIPROPILENO COR PRETA;
568;10588;17/11/2015 ; 17/11/2018;;LASER MULTIFUNCIONAL LEXMARK MX310DN ; IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA; DIGITALIZAÇÃO E ENVIO DE FAX;
569;10589;17/11/2015 ; 17/11/2018;;LASER MULTIFUNCIONAL LEXMARK MX310DN ; IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA; DIGITALIZAÇÃO E ENVIO DE FAX;
570;10592;17/11/2015 ; 17/11/2018;;LEXMARK MX310DN;701544LM0K0PN;IMPRESSORA LASER ; MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA; DIGITALIZAÇÃO E ENVIO DE FAX;
571;10594;17/11/2015 ; 17/11/2018;;LEXMARK MX310DN;701544LM0K848;IMPRESSORA LASER ; MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA; DIGITALIZAÇÃO E ENVIO DE FAX;
572;10596;17/11/2015 ; 17/11/2018;;LEXMARK MX310DN;701544LM0K873;IMPRESSORA LASER ; MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA; DIGITALIZAÇÃO E ENVIO DE FAX;
573;10600;17/11/2015 ; 17/11/2018;;LEXMARK MX310DN;701545LM0KT9Y;IMPRESSORA LASER ; MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA; DIGITALIZAÇÃO E ENVIO DE FAX;
574;10605;14/08/2015 ; 14/08/2016;;CONDOMINIUM;JET FLEX;AUTOMATIZADOR DE PORTAO INDUSTRIAL ; TIPO HÍBRIDO POTÊNCIA NOMINAL DE 245W ALIMENTAÇÃO: 220V/127V TRIFÁSICO FREQUÊNCIA 60HZ;
575;10606;;;YORK;;;CENTRAL DE AR CONDICIONADO ; 60000 BTUS;
576;10609;04/02/2016 ; 04/02/2017;;SERRANA;PINOT 1400 3Q L/1;NO BREAK  ; POTÊNCIA DE 1;4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;;
577;10616;14/03/2016 ; 14/03/2017;;SERRANA;PINOT 1400 3Q L/1;NO BREAK  ; POTÊNCIA DE 1;4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;;
578;10617;14/03/2016 ; 14/03/2017;;SERRANA;PINOT 1400 3Q L/1;NO BREAK  ; POTÊNCIA DE 1;4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;;
579;10618;14/03/2016 ; 14/03/2017;;SERRANA;PINOT 1400 3Q L/1;NO BREAK  ; POTÊNCIA DE 1;4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;;
580;10624;14/03/2016 ; 14/03/2017;;SERRANA;PINOT 1400 3Q L/1;NO BREAK  ; POTÊNCIA DE 1;4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;;
581;10625;14/03/2016 ; 14/03/2017;;SERRANA;PINOT 1400 3Q L/1;NO BREAK  ; POTÊNCIA DE 1;4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;;
582;10626;14/03/2016 ; 14/03/2017;;SERRANA;PINOT 1400 3Q L/1;NO BREAK  ; POTÊNCIA DE 1;4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;;
583;10628;14/03/2016 ; 14/03/2017;;SERRANA;PINOT 1400 3Q L/1;NO BREAK  ; POTÊNCIA DE 1;4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;;
584;10655;22/04/2016 ; 22/04/2020;;HP;TOUCH SMART 9100;TECLADO PARA MICROCOMPUTADOR ; COM LEITOR DE SMART CARD PADRÃO ABNT 2 USB;
585;10660;22/04/2016 ; 22/04/2020;;HP;ELITEDESK 800 G2 DM;MICROCOMPUTADOR COM PROCESSADOR ; INTEL CORE I7-6700T MEMÓRIA: 8GB DDR4 DISCO RÍGIDO DE 1TB;
586;10662;22/04/2016 ; 22/04/2020;;HP;TOUCH SMART 9100;TECLADO PARA MICROCOMPUTADOR ; COM LEITOR DE SMART CARD PADRÃO ABNT 2 USB;
587;10680;06/05/2016 ; 06/05/2019;;PHILIPS;C240P4QPYEW;MONITOR DE VIDEO LCD ; 24 POLEGADAS RESOLUÇÃO MÁXIMA: 1920 X 1080 (FULL HD) 60 HZ COR BRANCA;
588;10691;06/05/2016 ; 06/05/2019;;PHILIPS;C240P4QPYEW;MONITOR DE VIDEO LCD ; 24 POLEGADAS RESOLUÇÃO MÁXIMA: 1920 X 1080 (FULL HD) 60 HZ COR BRANCA;
589;10750;24/08/2016 ; 24/08/2017;;ELGIN;HEFE30B2IA;CENTRAL DE AR CONDICIONADO ; TIPO SPLIT POTÊNCIA DE 30 MIL BTU'S TIPO FRIO COM CONTROLE REMOTO SEM FIO VOLTAGEM: 220V COR BRANCA UNIDADE EXTERNA: A16045328115W00249;
590;10751;31/08/2016 ; 31/08/2017;;ELGIN;HEFE18B2IA;MINI-CENTRAL DE AR CONDICIONADO ; TIPO SPLIT POTÊNCIA DE 18 MIL BTU'S TIPO FRIO COM CONTROLE REMOTO SEM FIO VOLTAGEM: 220V COR BRANCA UNIDADE EXTERNA: A16026072606W00204;
591;10780;04/11/2016 ; 04/11/2017;;SCHNEIDER;BCR-2010;MOTO BOMBA CENTRIFUGA ; POTÊNCIA DE 3/4 CV 60HZ RPM 3500 VAZÃO MÁXIMA DE 5;1 M³/H VOLTAGEM 127V;;
592;10787;17/01/2017 ; 17/01/2018;;ELGIN;R-410A;CENTRAL DE AR CONDICIONADO ; POTÊNCIA 60000BTUS COR BRANCA UNIDADE EXTERNA: 03065854  - MARCA: ELGIN; 220V -TRIFÁSICO - PEFI60B2NA;;
593;10789;17/01/2017 ; 17/01/2018;;ELGIN;R-410A;CENTRAL DE AR CONDICIONADO ; POTÊNCIA: 60000BTUS COR BRANCA UNIDADE EXTERNA: 03065769 - MARCA: ELGIN; 220V - TRIFÁSICO - PEFI60B2NA;;
594;10812;16/02/2017 ; 16/02/2018;;ELGIN;HEFE24B2IA;CENTRAL DE AR CONDICIONADO ; POTÊNCIA: 24 MIL BTUS CICLO FRIO 220V FREQUÊNCIA 60 HZ (7032 KW) UNIDADE EXTERNA: 03272799;
595;10813;16/02/2017 ; 16/02/2018;;ELGIN;HEFE48B2IA;CENTRAL DE AR CONDICIONADO ; POTÊNCIA: 48 MIL BTUS CICLO FRIO 220V FREQUÊNCIA 60 HZ (14;06 KW) UNIDADE EXTERNA: 03260091;;
596;10817;02/03/2017 ; 02/03/2018;;AGL;P-20;INTERFONE  ; INTERFONE PORTEIRO ELETRÔNICO RESIDENCIAL ECP BIVOLT MONOFONE - PORTEIRO ELETRÔNICO CINZA CLARO;
597;10978;14/03/2018 ; 14/03/2019;;ELGIN;TSF 8001;APARELHO TELEFONICO SEM FIO ; COM IDENTIFICADOR DE CHAMADAS DTMF E FSK AGENDA PARA 50 CONTATOS DISPLAY EM CRISTAL LÍQUIDO MODO VIVA VOZ COR PRETA;
598;10987;14/03/2018 ; 14/03/2019;;ELGIN;TSF 8001;APARELHO TELEFONICO SEM FIO ; COM IDENTIFICADOR DE CHAMADAS DTMF E FSK AGENDA PARA 50 CONTATOS DISPLAY EM CRISTAL LÍQUIDO MODO VIVA VOZ COR PRETA;
599;11006;14/03/2018 ; 14/03/2019;;ELGIN;TSF 8001;APARELHO TELEFONICO SEM FIO ; COM IDENTIFICADOR DE CHAMADAS DTMF E FSK AGENDA PARA 50 CONTATOS DISPLAY EM CRISTAL LÍQUIDO MODO VIVA VOZ COR PRETA;
600;11010;;;SAMSUNG;ML-3710ND;Z5HABAGBC01805N;IMPRESSORA LASER ; MONOCROMÁTICA;
601;11011;;;SAMSUNG;ML-3710ND;Z5HABAGBC01867R;IMPRESSORA LASER ; MONOCROMÁTICA;
602;11015;;;SAMSUNG;ML-3710ND;Z5HABAGBC02107E;IMPRESSORA LASER ; MONOCROMÁTICA;
603;11018;;;SAMSUNG;ML-3710ND;Z5HABAGBC01401V;IMPRESSORA LASER ; MONOCROMÁTICA;
604;11334;;;;;;BALCAO DE ATENDIMENTO - EM MDF SOB MEDIDA ; BALCÃO DE ATENDIMENTO;;
605;11343;16/11/2018 ; 16/11/2019;;RAGTECH;EASY WAY;NO BREAK  ; POTENCIA 1600VA 8 TOMADASTRIVOLT COR PRETA;
606;11352;22/11/2018 ; 22/11/2019;;TS SHARA;;NO BREAK  ; POTENCIA 700VA; 6 TOMADAS; BIVOLT; COR PRETA;;
607;11354;22/11/2018 ; 22/11/2019;;TS SHARA;;NO BREAK  ; POTENCIA 700VA; 6 TOMADAS; BIVOLT; COR PRETA;;
608;11400;;;SAMSUNG;SL-M3375FD;ZEROBQAD900207;IMPRESSORA LASER ; MULTIFUNCIONAL;
609;11423;;;SAMSUNG;ML-3710ND;Z5HABAGBC01036P;IMPRESSORA LASER ; MONOCROMÁTICA;
610;11432;;;SAMSUNG;ML-3710ND;Z5HABAGBC01007W;IMPRESSORA LASER ; MONOCROMÁTICA;
611;11435;;;SAMSUNG;ML-3710ND;Z5HABAGBC02237V;IMPRESSORA LASER ; MONOCROMÁTICA;
612;11461;25/04/2019 ; 25/04/2020;;TS SHARA;;NO BREAK  ; NOBREAK MARCA TS SHARA MODELO POWERUPS 700 COD 4008 CARACTERÍSTICAS; 700VA DE POTÊNCIA - TECNOLOGIA SMD - ENTRADA E SAIDA MONOVOLT 115V - FILTRO DE LINHA INTEGRADO - DISPONÍVEL NA COR: BLACK - MICROPROCESSADOR CISC / FLASH;
613;11465;25/04/2019 ; 25/04/2020;;TS SHARA;;NO BREAK  ; NOBREAK MARCA TS SHARA MODELO POWERUPS 700 COD 4008 CARACTERÍSTICAS; 700VA DE POTÊNCIA - TECNOLOGIA SMD - ENTRADA E SAIDA MONOVOLT 115V - FILTRO DE LINHA INTEGRADO - DISPONÍVEL NA COR: BLACK - MICROPROCESSADOR CISC / FLASH;
614;11746;18/12/2019 ; 18/12/2024;;DELL;;MONITOR DE VIDEO LCD ; MONITOR DELL DE 23 POLEGADAS MODELO P2319H SERVICE TAG H22C2W2;
615;41486;;;HP;PROBOOK 4430S;BRG207F0Q3;NOTEBOOK COM PROCESSADOR ; PROCESSADOR INTEL CORE I3 2330M; MEMÓRIA DE 2GB; DISCO RÍGIDO DE 300GB;;
616;41534;;;HP;PROBOOK 4430S;BRG207F0ZT;NOTEBOOK COM PROCESSADOR ; PROCESSADOR INTEL CORE I3 2330M; MEMÓRIA DE 2GB; DISCO RÍGIDO DE 300GB;;
617;43642;;;DELL;E198FPB;OG256H7426188UENGL;MONITOR LCD - CRISTAL LIQUIDO ; 19 POLEGADAS COR PRETA;
618;43662;;;DELL;E198FPB;OG256H7426188UENJL;MONITOR LCD - CRISTAL LIQUIDO ; 19 POLEGADAS COR PRETA;
619;46658;;;HP;W1942PEU;BRG1110HRJ;MONITOR LCD - CRISTAL LIQUIDO ; 19 POLEGADAS COR PRETA;
620;46824;;;HP;W1942PEU;BRG1110GZV;MONITOR LCD - CRISTAL LIQUIDO ; 19 POLEGADAS COR PRETA;
621;46851;;;HP;W1942PEU;BRG1110DP6;MONITOR LCD - CRISTAL LIQUIDO ; 19 POLEGADAS COR PRETA;
622;46934;;;HP;W1942PEU;BRG1110JXM;MONITOR LCD - CRISTAL LIQUIDO ; 19 POLEGADAS COR PRETA;
623;46944;;;HP;W1942PEU;BRG1110FFC;MONITOR LCD - CRISTAL LIQUIDO ; 19 POLEGADAS COR PRETA;
624;46968;;;HP;W1942PEU;BRG1110;MONITOR LCD - CRISTAL LIQUIDO ; 19 POLEGADAS COR PRETA;
625;47264;;;HP;W1942PEU;BRG1110JZ2;MONITOR LCD - CRISTAL LIQUIDO ; 19 POLEGADAS COR PRETA;
626;47934;;;POSITIVO;POST-AT SERIES K (I5PE);1A339PN2T;MICROCOMPUTADOR COM PROCESSADOR ; INTEL I5 650 DE 32GHZ MEMÓRIA 4GB DDR3 PC10660 DISCO RÍGIDO DE 500GB GRAVADORA DE CD 48X E DVD 22X DRIVE DE DISQUETE COM BARRAMENTO DE 1333MHZ CAIXA DE SOM INTERNA INTERFACES: 10 USB; 1 E-SATA; 1 DISPLAY E 1 RGB;;
627;47976;;;POSITIVO;POST-AT SERIES K (I5PE);1A339Y940;MICROCOMPUTADOR COM PROCESSADOR ; INTEL I5 650 DE 32GHZ MEMÓRIA 4GB DDR3 PC10660 DISCO RÍGIDO DE 500GB GRAVADORA DE CD 48X E DVD 22X DRIVE DE DISQUETE COM BARRAMENTO DE 1333MHZ CAIXA DE SOM INTERNA INTERFACES: 10 USB; 1 E-SATA; 1 DISPLAY E 1 RGB;;
628;48341;;;POSITIVO;POST-AT SERIES K (I5PE);1A335HDOT;MICROCOMPUTADOR COM PROCESSADOR ; INTEL I5 650 DE 32GHZ MEMÓRIA 4GB DDR3 PC10660 DISCO RÍGIDO DE 500GB GRAVADORA DE CD 48X E DVD 22X DRIVE DE DISQUETE COM BARRAMENTO DE 1333MHZ CAIXA DE SOM INTERNA INTERFACES: 10 USB; 1 E-SATA; 1 DISPLAY E 1 RGB;;
629;63105;;;POSITIVO;;;TECLADO PARA MICROCOMPUTADOR ; PADRÃO DO TECLADO ABNT2;
630;63126;;;POSITIVO;;;TECLADO PARA MICROCOMPUTADOR ; PADRÃO DO TECLADO ABNT2;
631;63145;;;POSITIVO;;;TECLADO PARA MICROCOMPUTADOR ; PADRÃO DO TECLADO ABNT2;
632;401192;;;;;;LIVRO - - EDICAO: 10ª - TÍTULO: CÓDIGO PENAL COMENTADO - AUTOR: GULHERME DE SOUZA NUCCI - EDITORA: RT - ANO DE PUBLICACAO: 2010;;
633;820613;09/08/2002 ; 09/08/2004;;IBM;;PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR;;
634;820617;09/08/2002 ; 09/08/2004;;IBM;;PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR;;
635;820618;09/08/2002 ; 09/08/2004;;IBM;;PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR;;
636;820634;;;IBM;;;PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR;;
637;820936;30/12/2003 ; 03/11/2004;;;;CENTRAL DE ALARME 4 SETORES;;
638;820953;;;;;;BARRACA DE CAMPING ; ESTRUTURA EM TUBO DE FERRO; 3X3X2;5 - BRANCA;;
639;820954;;;;;;BARRACA DE CAMPING ; ESTRUTURA EM TUBO DE FERRO; 3X3X2;5 - BRANCA;;
640;821151;06/06/2006 ; 20/04/2006;;SONY;PCS A1;MICROFONE ;;
641;821153;16/06/2006 ; 05/06/2009;;SONY;PCS-R1;CONTROLE REMOTO CODEC;;
642;821232;28/09/2006 ; 28/03/2007;;RATTAN;ALTO RELEVO;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20 X 1;40M;;
643;821234;28/09/2006 ; 28/03/2007;;RATTAN;ALTO RELEVO;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20 X 1;40M;;
644;821235;28/09/2006 ; 28/03/2007;;RATTAN;ALTO RELEVO;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20 X 1;40M;;
645;821307;28/09/2006 ; 28/03/2007;;RATTAN;LISA;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20X1;40M;;
646;821308;28/09/2006 ; 28/03/2007;;RATTAN;LISA;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20X1;40M;;
647;821309;28/09/2006 ; 28/03/2007;;RATTAN;LISA;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20X1;40M;;
648;821311;28/09/2006 ; 28/03/2007;;RATTAN;LISA;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20X1;40M;;
649;821312;28/09/2006 ; 28/03/2007;;RATTAN;LISA;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20X1;40M;;
650;821313;28/09/2006 ; 28/03/2007;;RATTAN;LISA;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20X1;40M;;
651;821314;28/09/2006 ; 28/03/2007;;RATTAN;LISA;PERSIANA  VERTICAL ; MAT DE PVC - COR BEGE - TAM 2;20X1;40M;;
652;821410;;;;;;PERSIANA  VERTICAL ; PVC LISO NA COR BEGE ESCURO; LARGURA DA LÃMINA 90MM; MEDINDO 2;00X1;50;;
653;821411;;;;;;PERSIANA  VERTICAL ; PVC LISO NA COR BEGE ESCURO; LARGURA DA LÃMINA 90MM; MEDINDO 2;00X1;50;;
654;821486;24/06/2009 ; 24/06/2010;;VISOGRAF;SUPFORCE;SUPORTE PARA TELEVISAO ; LCD/PLASMA; TIPO ARTICULÁVEL;;
655;821488;;;;;;PERSIANA  VERTICAL ; EM PVC; MEDINDO 2;67M (LARGURA) X 1;50M (ALTURA);;
656;821489;;;;;;PERSIANA  VERTICAL ; EM PVC; MEDINDO 2;67M (LARGURA) X 1;50M (ALTURA);;
657;821490;;;;;;PERSIANA  VERTICAL ; EM PVC; MEDINDO 2;30M (LARGURA) X 1;50M (ALTURA);;
658;821491;;;;;;PERSIANA  VERTICAL ; EM PVC; MEDINDO 2;30M (LARGURA) X 1;50M (ALTURA);;
659;821492;;;;;;PERSIANA  VERTICAL ; EM PVC; MEDINDO 2;30M (LARGURA) X 1;50M (ALTURA);;
660;822053;;;DECORACRE;;;PERSIANA  VERTICAL ; EM PVC MEDIDAS: 1;20M (A) X 1;38M (L);;
661;822054;;;DECORACRE;;;PERSIANA  VERTICAL ; EM PVC MEDIDAS: 1;20M (A) X 1;38M (L);;
662;822117;;;;;;DIVISORIA EM FORMICA ; ESPESSURA DE 35MM PAINEL CEGO MONTANTES DE ALUMÍNIO ANODIZADO ;
663;60070923;;;INTEGRATED BIOMETRICS;WATSON MINI;150601924;KIT BIO LEITOR OTICO DE DIGITAIS;;
664;60104921;;;AKIYAMA;AK-MCP 14V;150501922;KIT BIO MODULO CENARIO;;
