Item,Patrimonio,Sit Física,Valor de Aquisição,Valor Bruto Atual,Garantia_inicio,Garantia_fim,Modelo,Descricao,Caraacteristicas
558,10458,INSERVIVEL,577,"421,12",11/06/2015,11/06/2016,SWU/BS-TI,NO BREAK,TRIFÁSICO 1 4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL
559,10460,INSERVIVEL,577,"421,12",11/06/2015,11/06/2016,SWU/BS-TI,NO BREAK,TRIFÁSICO 1 4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL
560,10466,INSERVIVEL,"582,81","429,86",,,ASP-98,MOTO BOMBA CENTRIFUGA,POTÊNCIA DE 1/2 CV 127V 60HZ RECALQUE 3/4
561,10467,INSERVIVEL,"374,9","374,9",14/09/2015,14/09/2016,MS3044L,FORNO DE MICROONDAS,30 LITROS 127V POTÊNCIA: 1250W COR BRANCA
562,10471,INSERVIVEL,"154,43","154,43",14/10/2015,14/04/2016,,BANQUETA EM COURVIM,ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA
563,10473,INSERVIVEL,"154,43","154,43",14/10/2015,14/04/2016,,BANQUETA EM COURVIM,ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA
564,10474,INSERVIVEL,"154,43","154,43",14/10/2015,14/04/2016,,BANQUETA EM COURVIM,ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA
565,10475,INSERVIVEL,"154,43","154,43",14/10/2015,14/04/2016,,BANQUETA EM COURVIM,ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA
566,10480,INSERVIVEL,"816,68","314,41",06/02/2015,06/02/2017,L42,IMPRESSORA TÉRMICA,PARA IMPRESSÃO DE ETIQUETAS ENTRADA USB
567,10489,INSERVIVEL,163,163,,,MIMI,CADEIRA FIXA S/BRAÇO,COM ASSENTO E ENCOSTO EM POLIPROPILENO COR PRETA
568,10588,INSERVIVEL,"1059,99","646,59",17/11/2015,17/11/2018,MX310DN,IMPRESSORA LASER,MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA DIGITALIZAÇÃO E ENVIO DE FAX
569,10589,INSERVIVEL,"1059,99","646,59",17/11/2015,17/11/2018,MX310DN,IMPRESSORA LASER,MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA DIGITALIZAÇÃO E ENVIO DE FAX
570,10592,INSERVIVEL,"1059,99","646,59",17/11/2015,17/11/2018,MX310DN,IMPRESSORA LASER,MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA DIGITALIZAÇÃO E ENVIO DE FAX
571,10594,INSERVIVEL,"1059,99","646,59",17/11/2015,17/11/2018,MX310DN,IMPRESSORA LASER,MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA DIGITALIZAÇÃO E ENVIO DE FAX
572,10596,INSERVIVEL,"1059,99","646,59",17/11/2015,17/11/2018,MX310DN,IMPRESSORA LASER,MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA DIGITALIZAÇÃO E ENVIO DE FAX
573,10600,INSERVIVEL,"1059,99","630,69",17/11/2015,17/11/2018,MX310DN,IMPRESSORA LASER,MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA DIGITALIZAÇÃO E ENVIO DE FAX
574,10605,INSERVIVEL,1900,1387,14/08/2015,14/08/2016,JET FLEX,AUTOMATIZADOR DE PORTAO INDUSTRIAL,TIPO HÍBRIDO POTÊNCIA NOMINAL DE 245W ALIMENTAÇÃO: 220V/127V TRIFÁSICO FREQUÊNCIA 60HZ
575,10606,INSERVIVEL,"0,01","0,01",,,,CENTRAL DE AR CONDICIONADO,60000 BTUS
576,10609,INSERVIVEL,340,340,04/02/2016,04/02/2017,PINOT 1400 3Q L/1,NO BREAK,POTÊNCIA DE 1 4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA
577,10616,INSERVIVEL,340,340,14/03/2016,14/03/2017,PINOT 1400 3Q L/1,NO BREAK,POTÊNCIA DE 1 4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA
578,10617,INSERVIVEL,340,340,14/03/2016,14/03/2017,PINOT 1400 3Q L/1,NO BREAK,POTÊNCIA DE 1 4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA
579,10618,INSERVIVEL,340,340,14/03/2016,14/03/2017,PINOT 1400 3Q L/1,NO BREAK,POTÊNCIA DE 1 4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA
580,10624,INSERVIVEL,340,340,14/03/2016,14/03/2017,PINOT 1400 3Q L/1,NO BREAK,POTÊNCIA DE 1 4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA
581,10625,INSERVIVEL,340,340,14/03/2016,14/03/2017,PINOT 1400 3Q L/1,NO BREAK,POTÊNCIA DE 1 4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA
582,10626,INSERVIVEL,340,340,14/03/2016,14/03/2017,PINOT 1400 3Q L/1,NO BREAK,POTÊNCIA DE 1 4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA
583,10628,INSERVIVEL,340,340,14/03/2016,14/03/2017,PINOT 1400 3Q L/1,NO BREAK,POTÊNCIA DE 1 4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA
584,10655,INSERVIVEL,85,85,22/04/2016,22/04/2020,TOUCH SMART 9100,TECLADO PARA MICROCOMPUTADOR,COM LEITOR DE SMART CARD PADRÃO ABNT 2 USB
585,10660,INSERVIVEL,3635,3635,22/04/2016,22/04/2020,ELITEDESK 800 G2 DM,MICROCOMPUTADOR COM PROCESSADOR,INTEL CORE I7-6700T MEMÓRIA: 8GB DDR4 DISCO RÍGIDO DE 1TB
586,10662,INSERVIVEL,85,85,22/04/2016,22/04/2020,TOUCH SMART 9100,TECLADO PARA MICROCOMPUTADOR,COM LEITOR DE SMART CARD PADRÃO ABNT 2 USB
587,10680,INSERVIVEL,732,732,06/05/2016,06/05/2019,C240P4QPYEW,MONITOR DE VIDEO LCD,24 POLEGADAS RESOLUÇÃO MÁXIMA: 1920 X 1080 (FULL HD) 60 HZ COR BRANCA
588,10691,INSERVIVEL,732,732,06/05/2016,06/05/2019,C240P4QPYEW,MONITOR DE VIDEO LCD,24 POLEGADAS RESOLUÇÃO MÁXIMA: 1920 X 1080 (FULL HD) 60 HZ COR BRANCA
589,10750,INSERVIVEL,3214,3214,24/08/2016,24/08/2017,HEFE30B2IA,CENTRAL DE AR CONDICIONADO,TIPO SPLIT POTÊNCIA DE 30 MIL BTU'S TIPO FRIO COM CONTROLE REMOTO SEM FIO VOLTAGEM: 220V COR BRANCA UNIDADE EXTERNA: A16045328115W00249
590,10751,INSERVIVEL,"1702,14","1702,14",31/08/2016,31/08/2017,HEFE18B2IA,MINI-CENTRAL DE AR CONDICIONADO,TIPO SPLIT POTÊNCIA DE 18 MIL BTU'S TIPO FRIO COM CONTROLE REMOTO SEM FIO VOLTAGEM: 220V COR BRANCA UNIDADE EXTERNA: A16026072606W00204
591,10780,INSERVIVEL,"639,95","639,95",04/11/2016,04/11/2017,BCR-2010,MOTO BOMBA CENTRIFUGA,POTÊNCIA DE 3/4 CV 60HZ RPM 3500 VAZÃO MÁXIMA DE 5 1 M³/H VOLTAGEM 127V
592,10787,INSERVIVEL,5992,5992,17/01/2017,17/01/2018,R-410A,CENTRAL DE AR CONDICIONADO,POTÊNCIA 60000BTUS COR BRANCA UNIDADE EXTERNA: 03065854 - MARCA: ELGIN 220V -TRIFÁSICO - PEFI60B2NA
593,10789,INSERVIVEL,5992,5992,17/01/2017,17/01/2018,R-410A,CENTRAL DE AR CONDICIONADO,POTÊNCIA: 60000BTUS COR BRANCA UNIDADE EXTERNA: 03065769 - MARCA: ELGIN 220V - TRIFÁSICO - PEFI60B2NA
594,10812,INSERVIVEL,"2179,99","2179,99",16/02/2017,16/02/2018,HEFE24B2IA,CENTRAL DE AR CONDICIONADO,POTÊNCIA: 24 MIL BTUS CICLO FRIO 220V FREQUÊNCIA 60 HZ (7032 KW) UNIDADE EXTERNA: 03272799
595,10813,INSERVIVEL,5358,5358,16/02/2017,16/02/2018,HEFE48B2IA,CENTRAL DE AR CONDICIONADO,POTÊNCIA: 48 MIL BTUS CICLO FRIO 220V FREQUÊNCIA 60 HZ (14 06 KW) UNIDADE EXTERNA: 03260091
596,10817,INSERVIVEL,395,"350,29",02/03/2017,02/03/2018,P-20,INTERFONE,INTERFONE PORTEIRO ELETRÔNICO RESIDENCIAL ECP BIVOLT MONOFONE - PORTEIRO ELETRÔNICO CINZA CLARO
597,10978,INSERVIVEL,100,100,14/03/2018,14/03/2019,TSF 8001,APARELHO TELEFONICO SEM FIO,COM IDENTIFICADOR DE CHAMADAS DTMF E FSK AGENDA PARA 50 CONTATOS DISPLAY EM CRISTAL LÍQUIDO MODO VIVA VOZ COR PRETA
598,10987,INSERVIVEL,100,100,14/03/2018,14/03/2019,TSF 8001,APARELHO TELEFONICO SEM FIO,COM IDENTIFICADOR DE CHAMADAS DTMF E FSK AGENDA PARA 50 CONTATOS DISPLAY EM CRISTAL LÍQUIDO MODO VIVA VOZ COR PRETA
599,11006,INSERVIVEL,100,100,14/03/2018,14/03/2019,TSF 8001,APARELHO TELEFONICO SEM FIO,COM IDENTIFICADOR DE CHAMADAS DTMF E FSK AGENDA PARA 50 CONTATOS DISPLAY EM CRISTAL LÍQUIDO MODO VIVA VOZ COR PRETA
600,11010,INSERVIVEL,"602,35","566,19",,,ML-3710ND,IMPRESSORA LASER,MONOCROMÁTICA
601,11011,INSERVIVEL,"602,35","566,19",,,ML-3710ND,IMPRESSORA LASER,MONOCROMÁTICA
602,11015,INSERVIVEL,"602,35","566,19",,,ML-3710ND,IMPRESSORA LASER,MONOCROMÁTICA
603,11018,INSERVIVEL,"602,35","566,19",,,ML-3710ND,IMPRESSORA LASER,MONOCROMÁTICA
604,11334,INSERVIVEL,"9999,99","9999,99",,,,BALCAO DE ATENDIMENTO,EM MDF SOB MEDIDA
605,11343,INSERVIVEL,680,680,16/11/2018,16/11/2019,EASY WAY,NO BREAK,
606,11352,INSERVIVEL,"278,5","278,5",22/11/2018,22/11/2019,,NO BREAK,POTENCIA 700VA 6 TOMADAS BIVOLT COR PRETA
607,11354,INSERVIVEL,"278,5","278,5",22/11/2018,22/11/2019,,NO BREAK,POTENCIA 700VA 6 TOMADAS BIVOLT COR PRETA
608,11400,INSERVIVEL,1177,1177,,,SL-M3375FD,IMPRESSORA LASER,DIAMANTE LINHA ULTRA DIMENSÕES: PORTA EM MDF DE 25MM DA MESMA COR DO BALCÃO
609,11423,INSERVIVEL,"999,8","999,8",,,ML-3710ND,IMPRESSORA LASER,
610,11432,INSERVIVEL,"999,8","999,8",,,ML-3710ND,IMPRESSORA LASER,MEDINDO 1 00M X 0 84M
611,11435,INSERVIVEL,"602,35","602,35",,,ML-3710ND,IMPRESSORA LASER,
612,11461,INSERVIVEL,"278,5","278,5",25/04/2019,25/04/2020,,NO BREAK,NOBREAK MARCA TS SHARA MODELO POWERUPS 700 COD 4008 CARACTERÍSTICAS 700VA DE POTÊNCIA - TECNOLOGIA SMD - ENTRADA E SAIDA MONOVOLT 115V - FILTRO DE LINHA INTEGRADO - DISPONÍVEL NA COR: BLACK - MICROPROCESSADOR CISC / FLASH
613,11465,INSERVIVEL,"278,5","278,5",25/04/2019,25/04/2020,,NO BREAK,NOBREAK MARCA TS SHARA MODELO POWERUPS 700 COD 4008 CARACTERÍSTICAS 700VA DE POTÊNCIA - TECNOLOGIA SMD - ENTRADA E SAIDA MONOVOLT 115V - FILTRO DE LINHA INTEGRADO - DISPONÍVEL NA COR: BLACK - MICROPROCESSADOR CISC / FLASH
614,11746,INSERVIVEL,"894,2","894,2",18/12/2019,18/12/2024,,MONITOR DE VIDEO LCD,REVESTIDO DE MDF DE 15MM (COR BRANCO DIAMANTE)
615,41486,INSERVIVEL,1960,1960,,,PROBOOK 4430S,NOTEBOOK COM PROCESSADOR,PROCESSADOR INTEL CORE I3 2330M MEMÓRIA DE 2GB DISCO RÍGIDO DE 300GB
616,41534,INSERVIVEL,1960,1960,,,PROBOOK 4430S,NOTEBOOK COM PROCESSADOR,PROCESSADOR INTEL CORE I3 2330M MEMÓRIA DE 2GB DISCO RÍGIDO DE 300GB
617,43642,INSERVIVEL,"65,8","65,8",,,E198FPB,MONITOR LCD - CRISTAL LIQUIDO,19 POLEGADAS COR PRETA
618,43662,INSERVIVEL,"65,8","65,8",,,E198FPB,MONITOR LCD - CRISTAL LIQUIDO,19 POLEGADAS COR PRETA
619,46658,INSERVIVEL,"65,8","65,8",,,W1942PEU,MONITOR LCD - CRISTAL LIQUIDO,19 POLEGADAS COR PRETA
620,46824,INSERVIVEL,"65,8","65,8",,,W1942PEU,MONITOR LCD - CRISTAL LIQUIDO,19 POLEGADAS COR PRETA
621,46851,INSERVIVEL,"65,8","65,8",,,W1942PEU,MONITOR LCD - CRISTAL LIQUIDO,19 POLEGADAS COR PRETA
622,46934,INSERVIVEL,"65,8","65,8",,,W1942PEU,MONITOR LCD - CRISTAL LIQUIDO,19 POLEGADAS COR PRETA
623,46944,INSERVIVEL,"65,8","65,8",,,W1942PEU,MONITOR LCD - CRISTAL LIQUIDO,19 POLEGADAS COR PRETA
624,46968,INSERVIVEL,"65,8","65,8",,,W1942PEU,MONITOR LCD - CRISTAL LIQUIDO,19 POLEGADAS COR PRETA
625,47264,INSERVIVEL,"65,8","65,8",,,W1942PEU,MONITOR LCD - CRISTAL LIQUIDO,19 POLEGADAS COR PRETA
626,47934,INSERVIVEL,"528,42","528,42",,,POST-AT SERIES K (I5PE),MICROCOMPUTADOR COM PROCESSADOR,INTEL I5 650 DE 32GHZ MEMÓRIA 4GB DDR3 PC10660 DISCO RÍGIDO DE 500GB GRAVADORA DE CD 48X E DVD 22X DRIVE DE DISQUETE COM BARRAMENTO DE 1333MHZ CAIXA DE SOM INTERNA INTERFACES: 10 USB 1 E-SATA 1 DISPLAY E 1 RGB
627,47976,INSERVIVEL,"528,42","528,42",,,POST-AT SERIES K (I5PE),MICROCOMPUTADOR COM PROCESSADOR,INTEL I5 650 DE 32GHZ MEMÓRIA 4GB DDR3 PC10660 DISCO RÍGIDO DE 500GB GRAVADORA DE CD 48X E DVD 22X DRIVE DE DISQUETE COM BARRAMENTO DE 1333MHZ CAIXA DE SOM INTERNA INTERFACES: 10 USB 1 E-SATA 1 DISPLAY E 1 RGB
628,48341,INSERVIVEL,"528,42","528,42",,,POST-AT SERIES K (I5PE),MICROCOMPUTADOR COM PROCESSADOR,INTEL I5 650 DE 32GHZ MEMÓRIA 4GB DDR3 PC10660 DISCO RÍGIDO DE 500GB GRAVADORA DE CD 48X E DVD 22X DRIVE DE DISQUETE COM BARRAMENTO DE 1333MHZ CAIXA DE SOM INTERNA INTERFACES: 10 USB 1 E-SATA 1 DISPLAY E 1 RGB
629,63105,INSERVIVEL,"30,94","30,94",,,,TECLADO PARA MICROCOMPUTADOR,PADRÃO DO TECLADO ABNT2
630,63126,INSERVIVEL,"30,94","30,94",,,,TECLADO PARA MICROCOMPUTADOR,PADRÃO DO TECLADO ABNT2
631,63145,INSERVIVEL,"30,94","30,94",,,,TECLADO PARA MICROCOMPUTADOR,PADRÃO DO TECLADO ABNT2
632,401192,INSERVIVEL,"171,58","171,58",,,,LIVRO - EDICAO: 10ª,TÍTULO: CÓDIGO PENAL COMENTADO - AUTOR: GULHERME DE SOUZA NUCCI - EDITORA: RT - ANO DE PUBLICACAO: 2010
633,820613,INSERVIVEL,"82,42","8,24",09/08/2002,09/08/2004,,PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR,
634,820617,INSERVIVEL,"82,42","8,24",09/08/2002,09/08/2004,,PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR,
635,820618,INSERVIVEL,"82,42","8,24",09/08/2002,09/08/2004,,PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR,
636,820634,INSERVIVEL,"82,42","8,24",,,,PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR,
637,820936,INSERVIVEL,1151,"115,1",30/12/2003,03/11/2004,,CENTRAL DE ALARME 4 SETORES,
638,820953,INSERVIVEL,"199,5","19,95",,,,BARRACA DE CAMPING,ESTRUTURA EM TUBO DE FERRO 3X3X2 5 - BRANCA
639,820954,INSERVIVEL,"199,5","19,95",,,,BARRACA DE CAMPING,ESTRUTURA EM TUBO DE FERRO 3X3X2 5 - BRANCA
640,821151,INSERVIVEL,2000,200,06/06/2006,20/04/2006,PCS A1,MICROFONE,
641,821153,INSERVIVEL,1000,100,16/06/2006,05/06/2009,PCS-R1,CONTROLE REMOTO CODEC,
642,821232,INSERVIVEL,"178,74","178,74",28/09/2006,28/03/2007,ALTO RELEVO,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20 X 1 40M
643,821234,INSERVIVEL,"178,74","178,74",28/09/2006,28/03/2007,ALTO RELEVO,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20 X 1 40M
644,821235,INSERVIVEL,"178,76","178,76",28/09/2006,28/03/2007,ALTO RELEVO,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20 X 1 40M
645,821307,INSERVIVEL,"120,03","120,03",28/09/2006,28/03/2007,LISA,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20X1 40M
646,821308,INSERVIVEL,"120,03","120,03",28/09/2006,28/03/2007,LISA,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20X1 40M
647,821309,INSERVIVEL,"120,03","120,03",28/09/2006,28/03/2007,LISA,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20X1 40M
648,821311,INSERVIVEL,"120,03","120,03",28/09/2006,28/03/2007,LISA,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20X1 40M
649,821312,INSERVIVEL,"120,03","120,03",28/09/2006,28/03/2007,LISA,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20X1 40M
650,821313,INSERVIVEL,"120,03","120,03",28/09/2006,28/03/2007,LISA,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20X1 40M
651,821314,INSERVIVEL,"120,03","120,03",28/09/2006,28/03/2007,LISA,PERSIANA VERTICAL,MAT DE PVC - COR BEGE - TAM 2 20X1 40M
652,821410,INSERVIVEL,"280,5","280,5",,,,PERSIANA VERTICAL,PVC LISO NA COR BEGE ESCURO LARGURA DA LÃMINA 90MM MEDINDO 2 00X1 50
653,821411,INSERVIVEL,"280,5","280,5",,,,PERSIANA VERTICAL,PVC LISO NA COR BEGE ESCURO LARGURA DA LÃMINA 90MM MEDINDO 2 00X1 50
654,821486,INSERVIVEL,"423,4","73,6",24/06/2009,24/06/2010,SUPFORCE,SUPORTE PARA TELEVISAO,LCD/PLASMA TIPO ARTICULÁVEL
655,821488,INSERVIVEL,"220,8","220,8",,,,PERSIANA VERTICAL,EM PVC MEDINDO 2 67M (LARGURA) X 1 50M (ALTURA)
656,821489,INSERVIVEL,"220,8","220,8",,,,PERSIANA VERTICAL,EM PVC MEDINDO 2 67M (LARGURA) X 1 50M (ALTURA)
657,821490,INSERVIVEL,"190,44","190,44",,,,PERSIANA VERTICAL,EM PVC MEDINDO 2 30M (LARGURA) X 1 50M (ALTURA)
658,821491,INSERVIVEL,"190,44","190,44",,,,PERSIANA VERTICAL,EM PVC MEDINDO 2 30M (LARGURA) X 1 50M (ALTURA)
659,821492,INSERVIVEL,"190,44","190,44",,,,PERSIANA VERTICAL,EM PVC MEDINDO 2 30M (LARGURA) X 1 50M (ALTURA)
660,822053,INSERVIVEL,"114,21","114,21",,,,PERSIANA VERTICAL,EM PVC MEDIDAS: 1 20M (A) X 1 38M (L)
661,822054,INSERVIVEL,"114,21","114,21",,,,PERSIANA VERTICAL,EM PVC MEDIDAS: 1 20M (A) X 1 38M (L)
662,822117,INSERVIVEL,"1653,1","1653,1",,,,DIVISORIA EM FORMICA,ESPESSURA DE 35MM PAINEL CEGO MONTANTES DE ALUMÍNIO ANODIZADO COM PORTA DE MEDIDAS: 130X110CM FECHADURA ELÉTRICA COM ACIONAMENTO POR BOTOEIRA E CONTROLE REMOTO
663,60070923,INSERVIVEL,850,850,,,WATSON MINI,KIT BIO LEITOR OTICO DE DIGITAIS,
664,60104921,INSERVIVEL,"632,7","632,7",,,AK-MCP 14V,KIT BIO MODULO CENARIO,
